year,club,base_salary,guaranteed_comp
2024,St. Louis City SC,1797600.0,2183113.0
2024,St. Louis City SC,89716.0,89716.0
2024,St. Louis City SC,266200.0,304977.0
2024,St. Louis City SC,950000.0,1092500.0
2024,St. Louis City SC,164095.0,198989.0
2024,St. Louis City SC,71401.0,71401.0
2024,St. Louis City SC,71401.0,71401.0
2024,St. Louis City SC,273000.0,314763.0
2024,St. Louis City SC,1000000.0,1033333.0
2024,St. Louis City SC,159996.0,188996.0
2024,St. Louis City SC,71401.0,71401.0
2024,St. Louis City SC,180000.0,202438.0
2024,St. Louis City SC,74096.0,74096.0
2024,St. Louis City SC,700000.0,801000.0
2024,St. Louis City SC,325000.0,374375.0
2024,St. Louis City SC,1135000.0,1203500.0
2024,St. Louis City SC,125000.0,137833.0
2024,St. Louis City SC,1200000.0,1344250.0
2024,St. Louis City SC,89716.0,94716.0
2024,St. Louis City SC,250000.0,277500.0
2024,St. Louis City SC,270000.0,301750.0
2024,St. Louis City SC,265500.0,329925.0
2024,St. Louis City SC,450000.0,495000.0
2024,St. Louis City SC,1525000.0,1657469.0
2024,St. Louis City SC,1230000.0,1370284.0
2024,Toronto FC,140000.0,147966.0
2024,Toronto FC,89716.0,101143.0
2024,Toronto FC,71401.0,71401.0
2024,Toronto FC,71401.0,77383.0
2024,Toronto FC,450000.0,521031.0
2024,Toronto FC,788036.0,836369.0
2024,Toronto FC,197000.0,216378.0
2024,Toronto FC,71401.0,71401.0
2024,Toronto FC,250000.0,277500.0
2024,Toronto FC,71401.0,84701.0
2024,Toronto FC,990000.0,1329438.0
2024,Toronto FC,400000.0,456667.0
2024,Toronto FC,71401.0,73901.0
2024,Toronto FC,94202.0,94202.0
2024,Toronto FC,71401.0,74868.0
2024,Toronto FC,700000.0,807500.0
2024,Toronto FC,89716.0,94049.0
2024,Toronto FC,375000.0,413000.0
2024,Toronto FC,89716.0,100518.0
2024,Toronto FC,750000.0,755000.0
2024,Toronto FC,550000.0,602708.0
2024,Toronto FC,675000.0,754750.0
2024,Toronto FC,95000.0,100260.0
2024,Toronto FC,3125000.0,6295381.0
2024,Toronto FC,7500000.0,15400000.0
2024,Toronto FC,710062.0,710062.0
2024,Toronto FC,125000.0,133125.0
2024,Toronto FC,426039.0,703301.0
2024,Toronto FC,100000.0,105319.0
2024,Toronto FC,300000.0,316003.0
2024,Toronto FC,71401.0,83307.0
2024,Vancouver Whitecaps FC,89716.0,107715.0
2024,Vancouver Whitecaps FC,71401.0,71401.0
2024,Vancouver Whitecaps FC,71401.0,71401.0
2024,Vancouver Whitecaps FC,2499996.0,2877774.0
2024,Vancouver Whitecaps FC,325000.0,378299.0
2024,Vancouver Whitecaps FC,71401.0,73401.0
2024,Vancouver Whitecaps FC,440000.0,440000.0
2024,Vancouver Whitecaps FC,108000.0,116673.0
2024,Vancouver Whitecaps FC,110000.0,110000.0
2024,Vancouver Whitecaps FC,450000.0,502083.0
2024,Vancouver Whitecaps FC,750000.0,750000.0
2024,Vancouver Whitecaps FC,650000.0,670000.0
2024,Vancouver Whitecaps FC,330000.0,330000.0
2024,Vancouver Whitecaps FC,620000.0,687125.0
2024,Vancouver Whitecaps FC,825000.0,913000.0
2024,Vancouver Whitecaps FC,350000.0,381125.0
2024,Vancouver Whitecaps FC,89716.0,89716.0
2024,Vancouver Whitecaps FC,1050000.0,1146375.0
2024,Vancouver Whitecaps FC,125000.0,125000.0
2024,Vancouver Whitecaps FC,150000.0,155000.0
2024,Vancouver Whitecaps FC,621000.0,674997.0
2024,Vancouver Whitecaps FC,672000.0,789713.0
2024,Vancouver Whitecaps FC,800000.0,943625.0
2024,Vancouver Whitecaps FC,754500.0,754500.0
2024,Vancouver Whitecaps FC,900000.0,992500.0
2024,Vancouver Whitecaps FC,2880000.0,2985000.0
2024,Vancouver Whitecaps FC,71401.0,78843.0
2024,Vancouver Whitecaps FC,100000.0,109375.0
2024,Vancouver Whitecaps FC,89716.0,89716.0
